0.125000	0.000000	2.764600	0.000000	25.793400
0.976000	0.000000	2.764600	0.000000	25.793400
1.976000	0.000000	2.764600	0.000000	25.708300
2.976000	0.000000	2.764600	0.000000	25.793400
3.977000	0.000000	2.764600	0.000000	25.793400
4.976000	0.000000	2.764600	0.000000	25.835800
5.977000	0.000000	2.767270	0.000000	25.750900
6.977000	0.000000	2.767270	0.000000	25.793400
7.976000	0.000000	2.767270	0.000000	25.835800
8.977000	0.000000	2.767270	0.000000	25.708300
9.976000	0.000000	2.767270	0.000000	25.793400
10.977000	0.630266	2.785930	1.755877	25.878000
11.977000	0.630212	2.796590	1.762445	25.793400
12.977000	0.630256	2.801920	1.765927	25.793400
13.976000	0.630233	2.807250	1.769222	25.793400
14.976000	0.630243	2.809920	1.770932	25.708300
15.977000	0.630235	2.815250	1.774269	25.835800
16.977000	0.630266	2.820580	1.777716	25.793400
17.976000	0.630274	2.823240	1.779415	25.750900
18.976000	0.630276	2.828570	1.782780	25.793400
19.976000	0.630248	2.833900	1.786060	25.835800
20.976000	0.630212	2.836570	1.787640	25.793400
21.978000	0.630197	2.839240	1.789281	25.835800
22.976000	0.630253	2.844570	1.792799	25.793400
23.977000	0.379963	2.836570	1.077792	25.750900
24.976000	0.379681	2.839240	1.078005	25.793400
25.977000	0.379434	2.841900	1.078313	25.835800
26.977000	0.379085	2.844570	1.078334	25.750900
27.976000	0.378813	2.844570	1.077560	25.793400
28.977000	0.378609	2.847230	1.077987	25.750900
29.976000	0.378350	2.849900	1.078260	25.793400
30.977000	0.378118	2.849900	1.077598	25.835800
31.977000	0.377770	2.852560	1.077612	25.793400
32.976000	0.377510	2.855230	1.077878	25.750900
33.977000	0.377301	2.857890	1.078285	25.835800
34.977000	0.376983	2.857890	1.077376	25.708300
35.978000	0.376965	2.860560	1.078331	25.750900
36.977000	0.376599	2.863220	1.078286	25.750900
37.977000	0.376306	2.863220	1.077447	25.750900
38.976000	0.376095	2.865890	1.077847	25.750900
39.977000	0.375932	2.868550	1.078380	25.665500
40.977000	0.375622	2.868550	1.077490	25.750900
41.976000	0.375538	2.871220	1.078252	25.750900
42.976000	0.375240	2.873890	1.078398	25.750900
43.977000	0.375021	2.873890	1.077769	25.793400
44.977000	0.374914	2.876550	1.078459	25.793400
45.976000	0.374456	2.876550	1.077141	25.793400
46.976000	0.374392	2.879220	1.077957	25.750900
47.976000	0.374306	2.881880	1.078705	25.835800
48.978000	0.373927	2.881880	1.077613	25.750900
49.977000	0.373728	2.884550	1.078037	25.708300
50.976000	0.373471	2.887210	1.078289	25.750900
51.977000	0.373262	2.887210	1.077686	25.793400
52.976000	0.373013	2.889880	1.077963	25.750900
53.976000	0.372939	2.889880	1.077749	25.750900
54.976000	0.372761	2.892540	1.078226	25.750900
55.977000	0.372557	2.892540	1.077636	25.793400
56.977000	0.372415	2.895210	1.078220	25.793400
57.978000	0.372239	2.895210	1.077710	25.793400
58.977000	0.371972	2.897870	1.077926	25.708300
59.977000	0.371896	2.897870	1.077706	25.750900
60.976000	0.371830	2.900540	1.078508	25.750900
61.976000	0.371585	2.900540	1.077797	25.793400
62.977000	0.371170	2.903200	1.077581	25.750900
63.977000	0.371898	2.905870	1.080687	25.750900
64.976000	0.370468	2.905870	1.076532	25.750900
65.976000	0.370952	2.905870	1.077938	25.793400
66.976000	0.370720	2.908540	1.078254	25.793400
67.977000	0.370959	2.908540	1.078949	25.793400
68.977000	0.371758	2.911200	1.082262	25.750900
69.976000	0.370030	2.911200	1.077231	25.750900
70.977000	0.370186	2.913870	1.078674	25.835800
71.977000	0.369921	2.913870	1.077902	25.793400
72.976000	0.369819	2.913870	1.077604	25.835800
73.977000	0.369804	2.916530	1.078544	25.835800
74.976000	0.369664	2.919200	1.079123	25.793400
75.977000	0.369221	2.919200	1.077830	25.835800
76.977000	0.369152	2.919200	1.077629	25.793400
77.976000	0.368936	2.921860	1.077979	25.793400
78.978000	0.368905	2.921860	1.077889	25.750900
79.977000	0.368363	2.924530	1.077289	25.750900
80.978000	0.368620	2.924530	1.078040	25.835800
81.977000	0.368765	2.924530	1.078464	25.793400
82.976000	0.366719	2.927190	1.073456	25.793400
83.977000	0.368511	2.927190	1.078702	25.793400
84.978000	0.368081	2.929860	1.078426	25.793400
